sentence_id,sentence,tokens,num_tokens,labels (space-separated),num_labels
sent_0244,Thala semma mass.... thala resikan from kerala,Thala semma mass thala resikan from kerala,7,ta ta ta ta ta en na,7
sent_0245,ellarukkum onnu sollikiran mudhalla padam pathuttu vandhu sollunga same kadhaya illayanu adha vuttuttu adhe kadhai orae madhiri fightlam solladhinga,ellarukkum onnu sollikiran mudhalla padam pathuttu vandhu sollunga same kadhaya illayanu adha vuttuttu adhe kadhai orae madhiri fightlam solladhinga,19,ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta na ta,19
sent_0246,Jayam ravi- enna da panni vachurukinga,Jayam ravi enna da panni vachurukinga,6,ta ta ta ta ta ta,6
sent_0247,Paaaa trailer ah therikaa vetutanga athuvum last massooo massuuuu,Paaaa trailer ah therikaa vetutanga athuvum last massooo massuuuu,9,ta en ta ta ta at en ta ta,9
sent_0248,"வேலைக்கு ஆட்கள் தேவை இடம் : சென்னை வயது :18 to 28 வருமானம் :15000 ‍to 25000 நிரந்தர வேலை தங்குமிடம் இலவசம் , 6374009065",வலகக ஆடகள தவ இடம சனன வயத 18 to 28 வரமனம 15000 to 25000 நரநதர வல தஙகமடம இலவசம 6374009065,18,ta ta ta ta ta ta na en na ta na en na ta ta ta ta na,18
sent_0249,Ithan padatha matum ranjith pathan vairu erum avanku aiyoo unmiya la solitangaleeee,Ithan padatha matum ranjith pathan vairu erum avanku aiyoo unmiya la solitangaleeee,12,ta ta ta ta ta ta ta ta ta ta ta ta,12
sent_0250,Jayam ravi and kajal agarwal back with a bang....,Jayam ravi and kajal agarwal back with a bang,9,ta ta en ta ta en en en en,9
sent_0251,Apaaaa masal vadaa masal vadaa than ya,Apaaaa masal vadaa masal vadaa than ya,7,ta ta ta ta ta ta ta,7
sent_0252,En bah dsp ah remember panringa... Arrear,En bah dsp ah remember panringa Arrear,7,ta ta na en en ta ta,7
sent_0253,31m views only 1 day suriyaaaaaaaaaaa fans daaaaaaaaaaaaaaaaaaaaaaa..............maranaaaaaaa masssssss,31m views only 1 day suriyaaaaaaaaaaa fans daaaaaaaaaaaaaaaaaaaaaaamaranaaaaaaa masssssss,9,na en en na en ta en ta ta,9
sent_0254,"விருது நகர் மாவட்ட முக்குலத்தோர், நாடார், யாதவர் சார்பாக வாழ்த்துக்கள்",வரத நகர மவடட மககலததர நடர யதவர சரபக வழததககள,8,ta ta ta ta ta ta ta ta,8
sent_0255,வண்ணிய இன மக்கள் சார்பக படம் வெற்றி பெற வாழ்த்துக்கள் டைரக்டர் மோகன் சார்,வணணய இன மககள சரபக படம வறற பற வழததககள டரகடர மகன சர,11,ta ta ta ta ta ta ta ta ta ta ta,11
sent_0256,Varalam varalam va varalam vaaa Bairavaaaaaaaaaa,Varalam varalam va varalam vaaa Bairavaaaaaaaaaa,6,ta ta ta ta ta ta,6
sent_0257,Nellai chiyaan Vikram veriyargal Vara level Thalaiva chiyaan Vikram பக்கா மாஸ் கோல மாஸ் I am writing Your movie,Nellai chiyaan Vikram veriyargal Vara level Thalaiva chiyaan Vikram பகக மஸ கல மஸ I am writing Your movie,18,ta ta ta ta ta en ta ta ta ta ta ta ta en en en en en,18
sent_0258,Kappan movie lalattan suriya katta waiting.....,Kappan movie lalattan suriya katta waiting,6,ta en ta ta ta en,6
sent_0259,Nan Paatha Dhalam Thingara Onaai Ella.... Pasicha Mattum Vettai Aadra Singam....S.DuraiSingam,Nan Paatha Dhalam Thingara Onaai Ella Pasicha Mattum Vettai Aadra SingamSDuraiSingam,11,ta ta ta ta ta ta ta ta ta ta ta,11
sent_0260,NGK teaser - fire Kaappaan teaser - theriiiiiiiiiiii Sorararai pottru - marana mass irukumnu solravanga hit like.,NGK teaser fire Kaappaan teaser theriiiiiiiiiiii Sorararai pottru marana mass irukumnu solravanga hit like,14,na en en ta en ta ta ta ta ta ta ta en en,14
sent_0261,இந்த படத்தை தடை பண்ணனும்னு ஒரு கும்பல் கிளம்புமே ரொம்ப நாள் கழித்து தமிழில் பதிவுகளை பார்க்க பெருமையாக உள்ளது,இநத படதத தட பணணனமன ஒர கமபல களமபம ரமப நள கழதத தமழல பதவகள பரகக பரமயக உளளத,15,ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta,15
sent_0262,Yuvan shankar raja music is best,Yuvan shankar raja music is best,6,ta ta ta en en en,6
sent_0263,selvaragavan da.....13k dislikers um thooku maatitu savungada,selvaragavan da13k dislikers um thooku maatitu savungada,7,ta na en ta ta ta ta,7
sent_0264,Naa vijay fans ana surviva song mass,Naa vijay fans ana surviva song mass,7,ta ta en ta na en ta,7
sent_0265,Thalaya kalaichanga thalapathye kalaichanga aana thalaivar mattum mass,Thalaya kalaichanga thalapathye kalaichanga aana thalaivar mattum mass,8,ta ta ta ta ta ta ta ta,8
sent_0266,பிராமணர்கள் சார்பாக வாழ்த்துக்கள் படம் வெற்றி பெற‌,பரமணரகள சரபக வழததககள படம வறற பற,6,ta ta ta ta ta ta,6
sent_0267,Real two lions.. singam suriya & Narasimhm Mohanlal,Real two lions singam suriya Narasimhm Mohanlal,7,en en en ta ta ta ta,7
sent_0268,Surya is super star waiting for ngk,Surya is super star waiting for ngk,7,ta en en en en en na,7
sent_0269,All people one about Asuran Movie Keezh Jaadhi Ku oru Padam na Idhu keezh Jaadhi panta Thappa Sutti kaatra movie nalla theriudhu Kandipa Blockbster dhan,All people one about Asuran Movie Keezh Jaadhi Ku oru Padam na Idhu keezh Jaadhi panta Thappa Sutti kaatra movie nalla theriudhu Kandipa Blockbster dhan,25,en en en en ta en na ta ta ta ta ta ta na ta ta ta ta ta en ta ta ta en ta,25
sent_0270,Aravind swami sirrr fans hit like,Aravind swami sirrr fans hit like,6,ta ta en en en en,6
sent_0271,kanga looks horrbile for amma role,kanga looks horrbile for amma role,6,ta en en en ta en,6
sent_0272,Finalla vachan paaru oru scenah... 96 rajini,Finalla vachan paaru oru scenah 96 rajini,7,ta ta ta ta ta na ta,7
sent_0273,Thala da vera yevann daaaaa ..He is gonna RAGEEE !,Thala da vera yevann daaaaa He is gonna RAGEEE,9,ta ta ta ta ta en en en en,9
sent_0274,Thala tharu maru Vera level mass,Thala tharu maru Vera level mass,6,ta ta ta ta en ta,6
sent_0275,Pls kedukadhiga cartoon madhiri nala theridhu,Pls kedukadhiga cartoon madhiri nala theridhu,6,en ta en ta ta ta,6
sent_0276,THALA ya paakka Kaalaila ye vantomla,THALA ya paakka Kaalaila ye vantomla,6,ta ta ta ta ta ta,6
sent_0277,"Ippa enna panna poram sweet sapada porom ,super awesome",Ippa enna panna poram sweet sapada porom super awesome,9,ta ta ta ta en ta ta en en,9
sent_0278,Wishes from Kumari sk Anna fans,Wishes from Kumari sk Anna fans,6,en en ta na ta en,6
sent_0279,KV anand fan mattum like pannunga,KV anand fan mattum like pannunga,6,na ta en ta en ta,6
sent_0280,1 mil likes adingada ammai kunjuzz,1 mil likes adingada ammai kunjuzz,6,na en en ta ta ta,6
sent_0281,U1+Selva kaga vantha..... surya also mass...,U1Selva kaga vantha surya also mass,6,na ta ta ta en ta,6
sent_0282,m. Raju. Raja. vp,m Raju Raja vp,4,na ta ta na,4
sent_0283,அடுத்த சுப்பர் ஸ்டார் அடுத்த உலகநாயகன் திராவிட போர் வாள் மூன்றாம் கலைஞர் நான்காம் அண்ணா ஐந்தாம் பெரியார் எங்கள் உதை அண்ணா,அடதத சபபர ஸடர அடதத உலகநயகன தரவட பர வள மனறம கலஞர நனகம அணண ஐநதம பரயர எஙகள உத அணண,17,ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta,17
sent_0284,Thaa...Ayan maadhiri oru padam Waiting vera level pa kvanand sir making,ThaaAyan maadhiri oru padam Waiting vera level pa kvanand sir making,11,ta ta ta ta en ta en ta ta en en,11
sent_0285,Pathu varusathu ku munnadi enna pannitu irunthean nu theriyathula sir masss,Pathu varusathu ku munnadi enna pannitu irunthean nu theriyathula sir masss,11,ta ta ta ta ta ta ta ta ta en ta,11
sent_0286,First day poaravangalam like poatu poanga,First day poaravangalam like poatu poanga,6,en en ta en ta ta,6
sent_0287,96 film music ku aedho dialogue sonna pola irunthuchu?,96 film music ku aedho dialogue sonna pola irunthuchu,9,na en en ta ta en ta ta ta,9
sent_0288,வணக்கம் டா மாப்ள விழுப்புரதில இ௫ந்து படம் 100 சதவீதம் வெற்றி பெறும் வாழ்த்துகள் டா,வணககம ட மபள வழபபரதல இ௫நத படம 100 சதவதம வறற பறம வழததகள ட,12,ta ta ta ta ta ta en ta ta ta ta ta,12
sent_0289,mokka trailer first like vivegam than,mokka trailer first like vivegam than,6,ta en en en ta ta,6
sent_0290,"சாதிய காப்பாத்தி அந்த போதையிலேயே இருக்க , அதன் மூலயமாக அரசியல் பண்ண இவனுங்க பகடைக்காய் பெண்கள்.",சதய கபபதத அநத பதயலய இரகக அதன மலயமக அரசயல பணண இவனஙக பகடககய பணகள,12,ta ta ta ta ta ta ta ta ta ta ta ta,12
sent_0291,கதறல் சத்தம் காது குளிர கேக்குதுடா...... கூமுட்டை குருமா.....,கதறல சததம கத களர கககதட கமடட கரம,7,ta ta ta ta ta ta ta,7
sent_0292,Trailer semma ya irukku kandippa idu blockbuster,Trailer semma ya irukku kandippa idu blockbuster,7,en ta ta ta ta ta en,7
sent_0293,உடுமலைப்பேட்டை சங்கரை ஆணவப் படுகொலை செய்த கௌசல்யாவின் தாய் மற்றும் பாட்டி ஒரு டன் கஞ்சாவை விற்பனைக்கு வைத்திருந்ததற்காக கைது செய்யப்பட்டிருக்கிறார்கள் இந்த கஞ்சா விற்கிற நாய்களுக்கு கௌரவம் என்றால் என்னவென்று தெரியவில்லை இந்த கஞ்சா விற்கிற கூட்டத்திலிருந்து எப்படியாவது தப்பித்து நல்ல குடும்பத்தில் வாழ வேண்டும் என்று நினைத்த அந்தப் பெண்ணின் கனவுகளை சிதைத்து விட்டார்கள்,உடமலபபடட சஙகர ஆணவப படகல சயத கசலயவன தய மறறம படட ஒர டன கஞசவ வறபனகக வததரநததறகக கத சயயபபடடரககறரகள இநத கஞச வறகற நயகளகக கரவம எனறல எனனவனற தரயவலல இநத கஞச வறகற கடடததலரநத எபபடயவத தபபதத நலல கடமபததல வழ வணடம எனற நனதத அநதப பணணன கனவகள சததத வடடரகள,41,ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta,41
sent_0294,Sivakarthikeyan fans ayittulla malayalikal like here,Sivakarthikeyan fans ayittulla malayalikal like here,6,ta en ta ta en en,6
sent_0295,Anaivarum Link share pannuga nanba padam vettriyadaya help pannuga,Anaivarum Link share pannuga nanba padam vettriyadaya help pannuga,9,ta en en ta ta ta ta en ta,9
sent_0296,Ab tik-tik pe arop lagayegi..nepotism k naare lagayegi..,Ab tiktik pe arop lagayeginepotism k naare lagayegi,8,na na ta ta na na ta ta,8
sent_0297,Oruthar mela neenga viswasama katradhukaga innoruthra edukku asinga paduthuringa? Superb punch Thala verithanam Adichi thookunga pangalaaligala!,Oruthar mela neenga viswasama katradhukaga innoruthra edukku asinga paduthuringa Superb punch Thala verithanam Adichi thookunga pangalaaligala,16,ta ta ta ta ta ta ta ta ta en en ta ta ta ta ta,16
sent_0298,#2.0 in kannada dubb tamil movies in kannada,20 in kannada dubb tamil movies in kannada,8,na en na en na en en na,8
sent_0299,அனைவரும் 'சூத்திரன்' தான் புரியல 'தெவிடிய மகன் ' சொன்னவனுக்கு எதிரா புரட்சி பண்ணல எந்த படமும் எடுக்கல தாழ்த்தப்பட்டவன் சுன்னிய ஊம்ப வண்டனுங்க ஜாதி வெறி பிடிச்ச நாய்ங்க உங்கள பேத்ததுக்கு உங்க அப்பன் bothroom கையடிச்சு விட்டிருக்கலாம்,அனவரம சததரன தன பரயல தவடய மகன சனனவனகக எதர பரடச பணணல எநத படமம எடககல தழததபபடடவன சனனய ஊமப வணடனஙக ஜத வற படசச நயஙக உஙகள பதததகக உஙக அபபன bothroom கயடசச வடடரககலம,28,ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta en ta ta,28
sent_0300,iTS aMAZING tHALA wE lOVE yOU aLWAYS,iTS aMAZING tHALA wE lOVE yOU aLWAYS,7,en en ta en en en en,7
sent_0301,Ithu selvaragavan movie ah ila ARM da ivlo karuthu oosi podringa nala iruntha seri,Ithu selvaragavan movie ah ila ARM da ivlo karuthu oosi podringa nala iruntha seri,14,ta ta en ta ta na ta ta ta ta ta ta ta ta,14
sent_0302,Thala daaaa waiting for u Thala,Thala daaaa waiting for u Thala,6,ta ta en en en ta,6
sent_0303,என் அம்மா தியேட்டரில் கடைசியா பாத்த படம் முதல்வன் திரெளபதி எப்ப ரிலீஸ் னு கேட்டாங்க,என அமம தயடடரல கடசய பதத படம மதலவன தரளபத எபப ரலஸ ன கடடஙக,12,ta ta ta ta ta ta ta ta ta ta ta ta,12
sent_0304,Nadipen nayagan surya Anna fans hit like ...,Nadipen nayagan surya Anna fans hit like,7,ta ta ta ta en en en,7
sent_0305,இந்த படைப்பு எந்த தடையும் இன்றி வெளியாக வேண்டும்,இநத படபப எநத தடயம இனற வளயக வணடம,7,ta ta ta ta ta ta ta,7
sent_0306,Wowww thala Ajith Kumar is awesome paaaaaaaaa,Wowww thala Ajith Kumar is awesome paaaaaaaaa,7,en ta ta ta en en ta,7
sent_0307,Thalaivar ku ennum vaisae agala Sema,Thalaivar ku ennum vaisae agala Sema,6,ta ta ta ta ta ta,6
sent_0308,Yaruda avanunga vanthu Cinna pulla thanama dislike pannittu irukkaranunga,Yaruda avanunga vanthu Cinna pulla thanama dislike pannittu irukkaranunga,9,ta ta ta ta ta ta en ta ta,9
sent_0309,"ரைட்டு, சூர்யா அடுத்த - தேடி போய் உள்ளார்",ரடட சரய அடதத தட பய உளளர,6,ta ta ta ta ta ta,6
sent_0310,Nane 50times mela pathurupen ana views apdiyae irukkura madhiri feel aagudhae,Nane 50times mela pathurupen ana views apdiyae irukkura madhiri feel aagudhae,11,ta na ta ta ta en ta ta ta en ta,11
sent_0311,Wishing good luck to saayesha&Aryan pair....,Wishing good luck to saayeshaAryan pair,6,en en en en na en,6
sent_0312,Wow ravi anna sema anna neenga,Wow ravi anna sema anna neenga,6,en ta ta ta ta ta,6
sent_0313,Vera level August la iruku masss,Vera level August la iruku masss,6,ta en en ta ta ta,6
sent_0314,படம் கண்டிப்பா ஹிட் அடிக்கும் னு நம்புறவங்க மட்டும் like போடுங்க வெறித்தனம்,படம கணடபப ஹட அடககம ன நமபறவஙக மடடம like படஙக வறததனம,10,ta ta ta ta ta ta ta en ta ta,10
sent_0315,Marana bangam ...ayoo theatre lan enna aaga potho,Marana bangam ayoo theatre lan enna aaga potho,8,ta ta ta en ta ta ta ta,8
sent_0316,0:41 & 1:01 Repeat mode ARR,041 101 Repeat mode ARR,5,na na en en na,5
sent_0317,Sivakumar aala baathika paatu irrupan pola Akshay Kumar,Sivakumar aala baathika paatu irrupan pola Akshay Kumar,8,ta ta ta ta ta ta ta ta,8
sent_0318,idhu play station ... aana game concept onnu thaan. ivan odi oliyura aal illa... thedi adikkira aalu... 3yrs later poraadaama ivan poga maattan ...,idhu play station aana game concept onnu thaan ivan odi oliyura aal illa thedi adikkira aalu 3yrs later poraadaama ivan poga maattan,22,ta en en ta en en ta ta ta ta ta ta ta ta ta ta na en ta ta ta ta,22
sent_0319,Indha manushanoda dedication ke padam jeikum #Thala Love u,Indha manushanoda dedication ke padam jeikum Thala Love u,9,ta ta en ta ta ta ta en en,9
sent_0320,ungaluku teasar vudu theriyuma therila tha .......?,ungaluku teasar vudu theriyuma therila tha,6,ta en ta ta ta ta,6
sent_0321,Rocking bgm Harris Jayaraj HJ fans hit like,Rocking bgm Harris Jayaraj HJ fans hit like,8,en na en ta na en en en,8
sent_0322,Safe aah play pannitinga bro... Thala & Thalapathy,Safe aah play pannitinga bro Thala Thalapathy,7,en ta en ta en ta ta,7
sent_0323,Ivlo masssaaa la trailer vanthuchuna haters la ayutha sethuduvangala,Ivlo masssaaa la trailer vanthuchuna haters la ayutha sethuduvangala,9,na ta ta en ta en ta ta ta,9
sent_0324,Semma semma semma semma str,Semma semma semma semma str,5,ta ta ta ta na,5
sent_0325,Yenna voice ya.. Paaaaaaa.. Ajith.. Full of positivity,Yenna voice ya Paaaaaaa Ajith Full of positivity,8,ta en ta ta ta en en en,8
sent_0326,Iam Vijay fan but ragini kalakaporaru,Iam Vijay fan but ragini kalakaporaru,6,en ta en en ta ta,6
sent_0327,Konar sarpaga valthu thiruma oonoda Katha ethoda over da,Konar sarpaga valthu thiruma oonoda Katha ethoda over da,9,ta ta ta ta ta ta ta en ta,9
sent_0328,0:12 Ellorum seththa tha sudukadu povanga....!,012 Ellorum seththa tha sudukadu povanga,6,na ta ta ta ta ta,6
sent_0329,thala mass padam pakkanum pola irukae 7 days irukae,thala mass padam pakkanum pola irukae 7 days irukae,9,ta ta ta ta ta ta na en ta,9
sent_0330,Paarpan sunnia oombura kootathoda padam pole. Nee evalavu uyar saadhi nu kathunaalum ommale thondailaye erakkuvan di paappaan. Loosu koodhigala,Paarpan sunnia oombura kootathoda padam pole Nee evalavu uyar saadhi nu kathunaalum ommale thondailaye erakkuvan di paappaan Loosu koodhigala,19,ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta,19
sent_0331,Ha ha ha potta thanama padam edukathinga da,Ha ha ha potta thanama padam edukathinga da,8,na na na ta ta ta ta ta,8
sent_0332,Appadi Ellam nadakaadh... Nadakka koodathu. THALA Love from kerala,Appadi Ellam nadakaadh Nadakka koodathu THALA Love from kerala,9,ta ta ta ta ta ta en en na,9
sent_0333,Nerkonda paarvai vijay version parunka my chanale,Nerkonda paarvai vijay version parunka my chanale,7,ta ta ta en ta en na,7
sent_0334,Ngk blockbuster nu solravanga like here,Ngk blockbuster nu solravanga like here,6,na en ta ta en en,6
sent_0335,Good ! ana ena bro movie la soluvngaaa sola yenna erruku aavnga brave kandipa strong cm also super woman edhu Elam no doubt but ? Adhu podhumaa?,Good ana ena bro movie la soluvngaaa sola yenna erruku aavnga brave kandipa strong cm also super woman edhu Elam no doubt but Adhu podhumaa,25,en ta ta en en ta ta ta ta ta ta en ta en na en en en ta ta en en en ta ta,25
sent_0336,ஆனா ஊனா அவன் அவன் அவனோட சாதி பெயர சொல்லி வாழ்த்துக்கள சொல்ல ஆரமிச்சிட்றான்..முதல்ல அத ஒழிங்க ல அப்றொம் எல்லாம் ஒழியும்..லூசு பயலுவ,ஆன ஊன அவன அவன அவனட சத பயர சலல வழததககள சலல ஆரமசசடறனமதலல அத ஒழஙக ல அபறம எலலம ஒழயமலச பயலவ,18,ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta,18
sent_0337,kaada iruntha eduthapanenga poova irruntha pudingupenanga padipu mattum tan nambha kita irruntha eduthuka va mudiyathu,kaada iruntha eduthapanenga poova irruntha pudingupenanga padipu mattum tan nambha kita irruntha eduthuka va mudiyathu,15,ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta,15
sent_0338,Comedy ya erukku ithukku billa pandi ok,Comedy ya erukku ithukku billa pandi ok,7,en ta ta ta ta ta en,7
sent_0339,jayam ravi sir oda other getups paaka wait pandravanga like podunga !... comali 2 venum nu soldravanga,jayam ravi sir oda other getups paaka wait pandravanga like podunga comali 2 venum nu soldravanga,16,ta ta en ta en en ta en ta en ta ta na ta ta ta,16
sent_0340,How many of u in 2k19 ......Hit like petta>viswasam,How many of u in 2k19 Hit like pettaviswasam,9,en en en en en na en en ta,9
sent_0341,"Aiyoo, vara level bro Suriya anna rocks NgK on",Aiyoo vara level bro Suriya anna rocks NgK on,9,ta ta en en ta ta en na en,9
sent_0342,Yaarellam 200 thadavaiku mela paatheenga... Infinite counts...,Yaarellam 200 thadavaiku mela paatheenga Infinite counts,7,ta na ta ta ta en en,7
sent_0343,Kaithi-ku CONGRATULATIONS T-64 ku ALL THE BEST.,Kaithiku CONGRATULATIONS T64 ku ALL THE BEST,7,ta en na ta en en en,7
sent_0344,Hollywood:Leonardo di caprio Bollywood:Amir Khan Kollywood:Vikram(The God father of di caprio and amir khan),HollywoodLeonardo di caprio BollywoodAmir Khan KollywoodVikramThe God father of di caprio and amir khan,14,na na na na na na en en en na na en na na,14
sent_0345,Vaaa d va..... ..bigil oda......va.!..,Vaaa d va bigil odava,5,ta na ta ta ta,5
sent_0346,Petta Thara Local & Vera Level Anirudh BGM MaranaMass,Petta Thara Local Vera Level Anirudh BGM MaranaMass,8,ta ta en ta en ta na ta,8
sent_0347,Rocking teaser.. Varalavarla vaa varalava bairavaa...,Rocking teaser Varalavarla vaa varalava bairavaa,6,en en ta ta ta ta,6
sent_0348,Kuruttu mundammmm veenapona dhandammmm uday oru like podunga,Kuruttu mundammmm veenapona dhandammmm uday oru like podunga,8,ta ta ta ta ta ta en ta,8
sent_0349,"துன்பம் வரும்போது சிரிங்க என வள்ளுவர் தான் சொன்னாரு சிரிங்க, சிரிங்க! நான் சிரித்தால்!?",தனபம வரமபத சரஙக என வளளவர தன சனனர சரஙக சரஙக நன சரததல,11,ta ta ta ta ta ta ta ta ta ta ta,11
sent_0350,Guys lets try to make it 500k likes,Guys lets try to make it 500k likes,8,en en en en en en na en,8
sent_0351,Ohh Bhai Kiya zahar look hai bahencho from Kolkata,Ohh Bhai Kiya zahar look hai bahencho from Kolkata,9,en ta ta ta en ta ta en ta,9
sent_0352,இப்படிப் படிச்ச பசங்க வேணாம் வேணாம்னு சொல்லி ஓடி ஓடி தான்யா நம்ம நாடு நாசமா போச்சு உண்மையான வசனம்.....,இபபடப படசச பசஙக வணம வணமன சலல ஓட ஓட தனய நமம நட நசம பசச உணமயன வசனம,15,ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta,15
sent_0353,Unga trailer yellam nalladha irruku. Story (nalla) irrukuma ?,Unga trailer yellam nalladha irruku Story nalla irrukuma,8,ta en ta ta ta en ta ta,8
sent_0354,Makkal Selvan fans our like podungo,Makkal Selvan fans our like podungo,6,ta ta en en en ta,6
sent_0355,Ithu enga Pallathur la edutha padam,Ithu enga Pallathur la edutha padam,6,ta ta ta ta ta ta,6
sent_0356,டைரக்டருக்கு நெஞ்சுரம் அதிகம்தான் விசி குரூப்பைதவிர மற்ற யாரும் தன் ஜாதி பெயரை சொல்ல தயங்கிய காலகட்டத்தில் தைரியமாக இந்த வேலையாகத்தான் திருமா குரூப் திரியுது என்று சொல்ல ரொம்ப தைரியம் வேண்டும் திமுக ஆட்சியில் இருந்திருந்தால் இந்த படத்திற்கு தடை போட்டிருக்கும் நம் முதல்வர் என்ன செய்யப்போகிறார் வரி விலக்கு கொடுத்து பெண்பிள்ளைகளை அழைத்துக்கொண்டு குடும்பத்தோடு பாரக்க வைக்க வேண்டும் எங்கள் அண்ணன் Hராஜா இருக்கிறார் எப்படியும் இந்த படத்தை கொண்டாடி ஓடவைத்துவிடுவார்,டரகடரகக நஞசரம அதகமதன வச கரபபதவர மறற யரம தன ஜத பயர சலல தயஙகய கலகடடததல தரயமக இநத வலயகததன தரம கரப தரயத எனற சலல ரமப தரயம வணடம தமக ஆடசயல இரநதரநதல இநத படததறக தட படடரககம நம மதலவர எனன சயயபபகறர வர வலகக கடதத பணபளளகள அழததககணட கடமபததட பரகக வகக வணடம எஙகள அணணன Hரஜ இரககறர எபபடயம இநத படதத கணடட ஓடவததவடவர,53,ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta na ta ta ta ta ta ta,53
sent_0357,"Vaiyusa achule,adete2 un pullengele nadike veiyinge sir..",Vaiyusa achuleadete2 un pullengele nadike veiyinge sir,7,ta na ta ta ta ta en,7
sent_0358,Hey kuttymoonji unakenapa sk Anna movie la nadikira,Hey kuttymoonji unakenapa sk Anna movie la nadikira,8,en na ta na ta en ta ta,8
sent_0359,"Ye jab se KGF aaya hai tab se ye log kuch bhi banate hai....NGK, PVK, CVK, BKC, BCHK....HAHAHH",Ye jab se KGF aaya hai tab se ye log kuch bhi banate haiNGK PVK CVK BKC BCHKHAHAHH,18,na na na na na na na na na na na na na na na na na na,18
sent_0360,ஒரு தரப்பு வாதத்தை மட்டும் கேட்டுக் கொண்டிருந்த மக்கள் தற்போது மறு தரப்பு வாதத்தைத் கேட்கும் நேரம் வந்துவிட்டது.,ஒர தரபப வததத மடடம கடடக கணடரநத மககள தறபத மற தரபப வதததத கடகம நரம வநதவடடத,14,ta ta ta ta ta ta ta ta ta ta ta ta ta ta,14
sent_0361,Last dialogue sema sema ( about rajini ),Last dialogue sema sema about rajini,6,en en ta ta en ta,6
sent_0362,VFX Sari illa.. Black Gate kuda VFX potturukanga...,VFX Sari illa Black Gate kuda VFX potturukanga,8,na ta ta en en ta na ta,8
sent_0363,kaappan illa ithu oppaaaaaaaaaaan..mokkaya graphics panni rukkanunga low budget la eduthrupaanungalo,kaappan illa ithu oppaaaaaaaaaaanmokkaya graphics panni rukkanunga low budget la eduthrupaanungalo,11,ta ta ta ta en ta ta en en ta ta,11
sent_0364,views getting blocked hahaha thalaiva...trending ava podhu...,views getting blocked hahaha thalaivatrending ava podhu,7,en en en en ta ta ta,7
sent_0365,After ayan Suriya back to form,After ayan Suriya back to form,6,en ta ta en en en,6
sent_0366,mammokka hero da always will be a hero,mammokka hero da always will be a hero,8,ta en ta en en en en en,8
sent_0367,Bangam.... First day first show pakkuren da....,Bangam First day first show pakkuren da,7,ta en en en en ta ta,7
sent_0368,Asuran hit aaganumna enaku like podunga,Asuran hit aaganumna enaku like podunga,6,ta en ta ta en ta,6
sent_0369,Arumai ya irukku vetri pera vazhththukkal by Thalapathy veriyan,Arumai ya irukku vetri pera vazhththukkal by Thalapathy veriyan,9,ta ta ta ta ta na en ta ta,9
sent_0370,reminds me spider man version 1,reminds me spider man version 1,6,en en en en en na,6
sent_0371,U're lie lie lieing Avara cntrl panunga plzzzz like cntrm pana mudyathu,Ure lie lie lieing Avara cntrl panunga plzzzz like cntrm pana mudyathu,12,na en en en ta na ta en en na ta ta,12
sent_0372,Lastla ellam kannu kalanga vachutanga bro....Sema superr movie....veraa levell....kalacharatha maathra maari vara flimsa ellam thaandi....naanga irkomnu nikra intha maari flim irkaanalatha...manithaneyam mathavangluku theriyuthu,Lastla ellam kannu kalanga vachutanga broSema superr movieveraa levellkalacharatha maathra maari vara flimsa ellam thaandinaanga irkomnu nikra intha maari flim irkaanalathamanithaneyam mathavangluku theriyuthu,23,na ta ta ta ta na en na na ta ta ta ta ta ta ta ta ta ta en ta ta ta,23
sent_0373,Enna da jayalalitha Ku vandha sodhana Makkaluku pudicha vedhana,Enna da jayalalitha Ku vandha sodhana Makkaluku pudicha vedhana,9,ta ta ta ta ta ta ta ta ta,9
sent_0374,La la la la la la THALA,La la la la la la THALA,7,ta ta ta ta ta ta ta,7
sent_0375,Romba naalaiku apuram Oru 'RAJINI' padam.,Romba naalaiku apuram Oru RAJINI padam,6,ta ta ta ta ta ta,6
sent_0376,Dislikes mattum poda vantha nanbargaluku THALA sollum mass dialouge at 2.05min..,Dislikes mattum poda vantha nanbargaluku THALA sollum mass dialouge at 205min,11,en ta ta ta ta ta ta ta en en na,11
